Number,FileName,Valence,Arousal,SocialEngagement,Time,Behavior,Gender,Age,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,zcr,rms,spectral_centroid
184,Duke_awareofhumanalone_1532,0.1,1.1,-0.45,1532,awarehuman,M,2.5,-408.9677429,-2.713033915,7.298150063,65.50533295,-14.85718536,16.57378769,-1.182134986,0.661293566,11.56617737,4.045900822,-1.362264156,3.583528996,7.350316048,122.5488205,88.24172211,33.25925064,34.30226517,30.67700195,23.20723152,16.45330811,17.27801514,15.40525055,16.51437569,20.7070961,8.207101822,13.24327087,0.478144825,0.365971565,0.34890157,0.336863697,0.25832811,0.247094065,0.415338099,0.553483963,0.401307881,0.389873624,0.429269314,0.465868473,0.288214111,0.041976258,3753.849531
185,Duke_callcleowanttodrinkwater_1654,4.1,3.1,4.35,1654,request,M,2.5,-357.1736145,12.76246738,-10.84741879,47.41296387,26.02193069,21.36849976,8.587711334,5.264164448,9.217154503,31.89995766,7.572359085,-18.38596535,12.74037743,117.381897,64.22512817,40.46483231,23.02342033,15.44022465,22.91191864,11.23984146,26.11620712,17.95577621,13.81710625,22.55657578,19.43964386,14.30252075,0.461222291,0.30470407,0.277261555,0.325069368,0.327810198,0.408453435,0.515581369,0.592069864,0.471791565,0.352362126,0.418940753,0.618611157,0.205888228,0.036776662,3649.250276
186,Duke_callingcleo_1356,4.1,3.1,4.35,1356,call,M,2.5,-404.3468323,-15.63336277,-7.502149582,69.99256897,-8.998300552,-1.033893228,20.48604202,1.896448135,3.146954536,-10.19451046,-27.23676491,8.237333298,-3.171235561,129.2848816,104.1155014,25.77543259,40.79248047,20.03960037,8.957216263,14.05668545,14.2918129,14.40754128,9.906014442,14.90405273,18.0829792,8.42359066,0.371549636,0.371443421,0.390868962,0.217579037,0.100927375,0.169555232,0.309691548,0.245371163,0.154631391,0.210176095,0.536858857,0.61222893,0.268123372,0.043356996,3490.616475
187,Duke_callingcleo_1509,4.1,3.1,4.35,1509,callmate,M,2.5,-370.0132751,29.16239738,-33.18462372,61.81483078,15.02620506,2.691469908,8.588126183,3.470714569,0.675364971,25.28921318,-13.1267271,-8.986344337,15.15685177,133.7075806,81.47877502,36.59991074,31.29293251,8.185747147,15.21043015,12.39411354,6.653367996,16.81191635,21.96784973,12.86690807,9.457450867,11.43598938,0.244066954,0.207886606,0.18518424,0.198396534,0.236497879,0.285195619,0.439100951,0.583033621,0.542935252,0.639759481,0.790968478,0.42500928,0.203258168,0.067642726,2888.189193
188,Duke_callmate_1522,4.1,3.1,4.35,1522,callmate,M,2.5,-411.120575,32.78461838,-32.29951859,70.30770111,21.71982956,0.740146637,14.9377985,18.39671516,-8.060079575,23.37504578,23.47324562,-24.28020096,2.703434229,118.0665207,60.53380966,54.43160248,26.45964432,11.52922344,28.96982384,15.44644547,9.16444397,10.58928394,10.87369156,10.56892204,10.93718719,8.589578629,0.110507563,0.108273141,0.107112296,0.119552977,0.189813599,0.391914696,0.673213661,0.882159054,0.331620216,0.196616277,0.196783319,0.128290445,0.211309018,0.047242656,2607.689039
189,Duke_callotherstoflywithhim_1318,4.25,4,4.35,1318,callgroup,M,2.5,-464.6772461,-15.44558811,15.80341148,72.13495636,-18.27595139,-8.251084328,5.015277863,-17.50810623,-1.386808634,4.372226238,-12.26293087,14.50252247,3.960698128,156.5444336,65.13054657,18.93247223,38.75212479,18.51589775,10.79845047,18.33245087,16.68047714,13.20261383,11.23337936,12.82701969,12.63667965,9.302298546,0.748663068,0.758490682,0.444308102,0.217294484,0.190298185,0.153535858,0.151022509,0.161168441,0.163920164,0.2790488,0.454144895,0.51855284,0.354340278,0.036558807,4296.814283
190,Duke_calls_1213,1.05,2.8,0.65,1213,call,M,2.5,-389.9289246,56.6344223,18.47556305,54.36637878,-6.456590176,-6.746691704,-7.220817089,1.011833668,11.44792747,7.390574932,-10.73394871,14.884902,-0.799376905,136.3058167,113.9679718,20.37992668,58.58030319,22.30661392,13.46351528,13.81815147,11.47775459,6.783248901,9.84877491,14.37022877,13.85410595,8.401064873,0.757023275,0.760042369,0.462355733,0.489819825,0.378007054,0.219611973,0.244485632,0.295891494,0.280441016,0.18513231,0.355181485,0.638797104,0.196721857,0.054743849,2598.969204
191,Duke_callsforattention_1632,1,3,0.2,1632,attention,M,2.5,-408.2149658,7.829179287,13.93084335,56.92147064,5.939454556,23.88025475,-18.19803429,2.543328047,37.25985336,2.441100597,-22.59846306,21.18217468,8.691934586,132.4867096,111.0330124,11.50250244,25.56641388,22.56285858,17.36767769,22.19786644,9.815290451,24.74456406,11.27865314,26.02222824,16.73028755,17.24326897,0.478458643,0.740341425,0.641992092,0.315285146,0.200176388,0.192783102,0.289840132,0.29269439,0.335198134,0.257232964,0.22353296,0.420926303,0.232326342,0.041185208,3331.906306
192,Duke_callthemtofly_1337,4.25,4,4.35,1337,callgroup,M,2.5,-366.9416199,20.27787781,5.300754547,43.08410263,-17.20826912,19.02438354,-10.52469158,-8.399906158,9.937516212,3.251547575,-6.442028999,21.74248505,1.236253977,113.9952087,84.74147034,20.87095451,19.41651344,31.63327217,10.1105938,15.7406311,14.16616821,8.613092422,12.80143547,9.444081306,12.56955051,7.868594646,0.700601041,0.48497349,0.448497266,0.355621606,0.339342594,0.377684832,0.361560047,0.345906079,0.332623363,0.540031672,0.732312024,0.743137717,0.283615451,0.037064057,3796.283932
193,Duke_chasedbymate_1539,0.05,3.9,-0.2,1539,chased,M,2.5,-340.8791504,-84.17975616,4.137494087,71.10903168,-10.80037403,25.0428772,-8.577753067,8.445076942,19.394907,0.267962903,4.37504673,-0.550619543,7.457772255,146.3679657,87.32754517,25.60022163,32.47028732,19.34238434,16.03073502,16.15671921,10.127285,13.75767136,12.44470215,13.33669186,7.52231741,8.632884026,0.39521274,0.451546907,0.37232101,0.233418658,0.214565083,0.34528479,0.623834789,0.621193469,0.328822285,0.327521503,0.28233391,0.290259838,0.377392578,0.102413863,4533.835339
194,Duke_chasingcleo_1526,0.2,4.8,-0.2,1526,chase,M,2.5,-352.9148254,-29.83279419,16.71212196,64.92032623,11.86563778,10.71221828,-20.59644318,5.49422884,33.86846924,-20.72022057,-21.36488152,27.42396164,-8.030773163,132.0348816,87.12535095,25.75320816,29.77436066,14.86077785,9.412636757,20.55251312,15.80117702,21.1373806,27.11974525,32.63957596,15.80656719,26.95350647,0.29825455,0.438739002,0.387587905,0.453820467,0.417091012,0.293941528,0.166813582,0.147689894,0.148773685,0.188982874,0.324287415,0.229006931,0.326780554,0.074639536,4165.925784
195,Duke_circlingcleo_1527,3.65,3.9,3.7,1527,circle,M,2.5,-404.610321,22.60707283,0.223786056,61.85497665,8.909218788,16.56485939,9.970499992,1.731811881,17.96554756,19.8277607,-2.544879913,-3.868987083,8.088825226,155.6549072,94.90854645,38.52632523,38.24339676,14.72820854,11.50327682,18.79400635,14.12956619,8.713625908,14.98281956,8.900342941,10.13045406,8.617481232,0.330962151,0.324434876,0.27355659,0.273828655,0.243597999,0.295412153,0.355341762,0.403535753,0.755964518,0.552815735,0.348798633,0.343228161,0.175444878,0.049817577,2806.635378
196,Duke_cleoscratchhurts_2007,-0.1,3,-0.2,2007,matescratchhurts,M,2.5,-248.0593719,157.4898834,-7.062787056,29.27785492,17.53312492,14.47967243,6.769350052,8.868083,-3.22820425,8.981228828,3.847178459,-1.827252865,9.112610817,57.38024521,45.07164383,13.84191418,19.54052162,7.301138878,6.535971642,7.676108837,7.674736977,7.71472168,9.481901169,6.434627533,9.513594627,9.496486664,0.453918368,0.494756132,0.491259217,0.4642905,0.476819396,0.566217244,0.537571669,0.654376626,0.687144101,0.769115448,0.573354125,0.488658994,0.06471946,0.071048588,1240.100028
197,Duke_cleoscratchhurts_2008,-0.1,3,-0.2,2008,matescratchhurts,M,2.5,-303.9753418,145.6652374,-9.277485847,35.97062302,21.80357361,12.79288292,3.795283318,6.116998196,7.792586803,10.5297718,-4.32250452,3.002769709,12.10591984,98.34146881,80.76568604,15.60267925,25.5508461,11.61681271,4.137638569,8.235804558,6.816589832,5.598228931,8.720248222,11.75664616,7.71298027,10.89220047,0.432932198,0.419205844,0.482816041,0.510591149,0.531457007,0.516364336,0.561718524,0.61445725,0.557493031,0.549916863,0.618923843,0.650898099,0.078158292,0.048932098,1443.525022
198,Duke_conversationwithcleo_1525,4.55,2.3,5,1525,conversation,M,2.5,-424.606842,40.01768112,-0.315547973,46.61785126,-23.14133835,14.36168194,4.711596012,9.800977707,15.98518276,3.143478155,2.370452166,-2.925738096,2.09082818,139.7204285,88.44796753,29.89595222,20.58340836,20.01192093,21.17462349,16.41216278,15.3821249,23.89888,14.98136902,15.50817108,14.95534039,11.1502018,0.371884465,0.36514613,0.286837816,0.284155279,0.235816285,0.350560576,0.594088495,0.775514603,0.508496583,0.321320087,0.284302056,0.404857337,0.240425442,0.02763015,3147.132129
199,Duke_curious_1332,2.35,2.1,2.3,1332,curious,M,2.5,-381.2753296,68.23436737,12.79316711,55.57671356,1.82970798,33.22084808,-23.04672241,4.137509823,32.75728989,-3.9234097,1.860629439,-3.703747272,12.22837257,87.73722839,73.91124725,24.14016533,19.54274368,18.17763901,19.80460167,17.33777809,8.190027237,17.87166405,18.53032684,7.458320618,6.214053631,12.73278332,0.215849295,0.190246344,0.27758196,0.271687478,0.141282454,0.218323365,0.595897317,0.760684669,0.32659325,0.318117559,0.319883823,0.156959966,0.190326113,0.032798752,2870.000108
200,Duke_discussingwheretogonextwithcleo_1356,3.95,2.2,4.35,1600,conversation,M,2.5,-408.7816162,1.37978673,4.426042557,55.43811417,8.153906822,14.51675701,-8.791944504,8.157234192,24.11345291,-11.81174088,-7.681885242,17.84742737,3.140831947,112.1825638,97.18434143,10.97218704,22.76088905,13.57993221,16.46365929,21.81061363,12.52666664,18.15940666,16.66830254,13.34554195,12.91087914,12.96816444,0.43359822,0.615417957,0.638885021,0.626493871,0.438621312,0.293039978,0.269103199,0.31544283,0.414750069,0.357167333,0.421361834,0.360450059,0.252319336,0.031847261,3686.849626
201,Duke_drinkwater_1333,0.75,1,0.65,1333,drink,M,2.5,-412.1801453,-11.98189259,-20.61561012,57.17700958,4.339531422,17.66169548,5.601137638,-4.354184151,14.22762012,8.973024368,-1.402780533,-13.94633484,6.589288712,181.649231,74.97235107,31.34402084,27.65836716,13.64529037,16.58516502,10.20911407,22.66988564,11.5805645,17.89505005,8.911697388,19.67020988,13.29314232,0.346028268,0.448797673,0.377021998,0.390357047,0.394687384,0.316686362,0.333135277,0.354557663,0.397124797,0.491974562,0.595154226,0.521629333,0.215519832,0.047068361,3693.675375
202,Duke_escapefromfight_1900,-2.15,4.9,-3.3,1900,escape,M,2.5,-405.5180664,60.26092911,17.83323669,49.87281418,18.43057823,23.84645081,13.70981121,11.74259186,22.59317207,16.2004528,-2.616642714,9.279227257,10.0429697,157.1057892,72.39031219,28.84981728,33.46944427,10.05533409,14.55641079,15.27177525,10.36663628,14.6728487,15.49407196,14.84967804,12.89751625,14.61490822,0.598815739,0.550465882,0.543888927,0.540704429,0.579965949,0.586065352,0.500599682,0.546651065,0.597281456,0.489157885,0.54161036,0.582529128,0.109247843,0.043579813,2004.511884
203,Duke_excitedtoseehuman_1335,2.35,4.1,1.5,1335,excitedhuman,M,2.5,-365.4077759,-19.00728798,-6.817508221,47.73623276,-10.83933258,2.920016766,5.638481617,3.657659292,2.695583344,-0.686917782,-5.026274204,7.026643753,-5.8682971,196.3232422,92.3017807,24.86712646,41.6833992,25.24705505,14.30334663,14.88561821,9.758886337,6.874647141,11.42305183,9.308529854,11.4749918,9.274223328,0.616645277,0.339680761,0.306231022,0.299055219,0.248648018,0.293075442,0.388751626,0.445737183,0.347076595,0.272118658,0.343427837,0.618062437,0.294694927,0.064152621,3848.897143
204,Duke_excitedwanttogetout_1901,2.9,4.9,2.25,1901,wanttogetout,M,2.5,-353.8592834,-5.283281803,23.39450645,45.73176956,5.642087936,6.615578175,6.41586256,-0.332183123,2.923983574,6.356935501,-4.581400871,2.606067896,1.881471515,102.4515686,49.92089462,23.6158371,26.18797684,12.68177891,7.216014385,8.317337036,7.064594746,7.089858532,9.689648628,11.00841713,7.878346443,7.560470581,0.691151321,0.559455454,0.542886257,0.548390508,0.520228982,0.547773063,0.501887441,0.482659906,0.493126899,0.474885881,0.576042354,0.650300264,0.344792359,0.028859027,4736.028608
205,Duke_explorenest_1347,3.35,3.1,3.3,1347,explore,M,2.5,-426.8380432,22.06452179,8.107172012,51.05364609,10.35226536,24.01965714,3.790547371,-2.837635279,11.19156933,22.67316437,-10.03098488,-9.43061924,24.0504818,120.2452545,88.60545349,29.74617386,31.56833649,19.37000656,14.78231812,14.78737926,12.84080982,13.81755066,18.68455505,18.55801964,14.78252029,21.30424309,0.468706757,0.432805389,0.270736426,0.243132055,0.234980494,0.317801178,0.467992872,0.504817605,0.46308741,0.496933669,0.616836905,0.686258197,0.209569433,0.028398039,3016.139843
206,Duke_feedcleo_1638,4.55,2.3,5,1638,feedmate,M,2.5,-364.8337402,21.12698174,1.165081739,43.25393295,0.982479155,38.58198166,4.131694794,-2.619180679,16.98855019,27.53731728,-3.890242815,-9.477387428,16.97204208,139.8788452,74.26476288,14.02024937,19.72122383,17.48657608,19.38438988,8.798241615,14.94773197,14.17771816,12.46561623,10.71800804,11.92713547,10.9303236,0.493433565,0.476309597,0.278599501,0.369452864,0.477553159,0.502708375,0.424674422,0.438780785,0.539115071,0.572000504,0.493920833,0.403318524,0.234470533,0.038493168,3426.034661
207,Duke_feedcleo_1639,4.55,2.3,5,1639,feedmate,M,2.5,-423.4267883,53.98538971,3.040045023,34.09289932,9.808109283,28.59945107,-8.132565498,4.167625904,24.95581818,11.84596252,-9.373264313,2.742161274,16.4177475,143.4047394,100.2125931,22.3036747,24.75972748,14.32932854,20.42735863,18.3896122,11.13111305,12.43096828,6.815538883,14.05647564,5.233141899,11.90709305,0.509929359,0.4819749,0.633169115,0.653047085,0.515033901,0.582988977,0.656294346,0.514135718,0.470322818,0.48379305,0.565573454,0.700838745,0.159412731,0.029279064,2688.89364
208,Duke_feedcleo_1653,4.55,2.3,5,1653,feedmate,M,2.5,-457.4179993,72.01457214,25.89034653,39.19171143,-1.304834604,32.29901123,11.84415436,4.553004265,18.85188866,2.29477644,-8.948023796,-2.665752649,11.50364399,144.8649292,68.40683746,29.89473915,24.28230667,28.60787773,19.23479271,7.866550446,8.600177765,9.457595825,14.75751686,15.41804218,6.436160564,11.81767464,0.459063053,0.417218119,0.428099543,0.514301479,0.485219687,0.478269994,0.693536639,0.620693028,0.400515497,0.390819669,0.450878441,0.512709975,0.17937532,0.032327183,2526.495484
209,Duke_feedingcleo_1530,4.55,2.3,5,1530,feedmate,M,2.5,-476.7028198,86.53326416,-8.952767372,31.83868027,15.28821945,19.16616821,0.29324922,1.194356084,11.57075787,6.704828262,-3.081815243,1.486430764,3.951679945,142.6421204,86.27492523,18.40182495,24.81659698,14.3672266,13.50839043,11.86957264,6.479923725,5.609444618,6.247788906,5.562226295,5.505508423,4.926801682,0.668098927,0.544905424,0.509050965,0.659048259,0.563737929,0.582520187,0.693231404,0.697553217,0.540682256,0.461118311,0.524020672,0.714130402,0.115369295,0.013061705,2431.393034
210,Duke_feedingcleo_1531,4.55,2.3,5,1531,feedmate,M,2.5,-401.7701111,17.76878166,9.919064522,60.64214325,24.17536163,24.34819412,1.702012897,-14.73019981,10.54089355,35.40489578,-10.65787125,1.73040843,-5.395370007,115.690239,85.56455231,25.76230431,35.21039581,20.52584648,13.7981596,15.33206844,14.65556526,12.34789562,19.10842705,18.42193794,14.32792282,10.78390598,0.369014025,0.364244759,0.240384534,0.201090947,0.228703916,0.286836058,0.248073414,0.235446349,0.439781487,0.613805771,0.440828055,0.537609458,0.209127987,0.028822742,3226.092608
211,Duke_feedingcleo_1532,4.55,2.3,5,1532,feedmate,M,2.5,-296.0344238,12.56225967,-20.46187401,45.19320679,27.98107719,11.40864658,5.236313343,-2.693104744,15.97229576,17.64370728,3.624060154,-8.589648247,-0.46817255,90.29244232,58.32453918,39.61454773,31.28985977,20.02218056,13.06316948,9.529018402,12.24697208,8.672917366,11.08085155,18.65742493,15.60960579,5.237511158,0.221929446,0.190468982,0.225987539,0.214954391,0.222687483,0.299460799,0.456721574,0.717540145,0.504850149,0.408929616,0.378160655,0.316162556,0.215700955,0.051743731,3521.708307
212,Duke_fightingcleo_1330,-1,5,-1.5,1330,fight,M,2.5,-261.1019897,-113.5544739,-33.45679855,71.81654358,-6.468980789,11.98071861,6.277012348,11.80382156,6.733461857,1.682956576,-13.29343796,10.93136787,3.961529016,145.4226532,55.81209946,28.80301476,26.49912262,14.73370075,11.41793346,19.52795029,12.4468441,13.09302235,12.22272301,9.129622459,7.833378792,9.039773941,0.633546531,0.602694869,0.346422732,0.305506587,0.197374135,0.170555085,0.207837552,0.204862565,0.193534791,0.351716369,0.491850823,0.500620246,0.33184345,0.11807999,4801.276546
213,Duke_fightwithcleo_1542,-1,5,-1.5,1542,fight,M,2.5,-426.4334106,-39.16898727,30.70473099,61.14590454,-15.7993536,38.37185669,-9.361088753,18.37028313,20.09809494,-7.536211967,11.71607971,-8.554030418,1.265381694,155.2771454,78.91373444,39.65290451,27.22071457,27.87346458,27.25156593,20.6758728,16.94931221,16.6072197,18.35204124,16.38839912,16.19854164,17.2985611,0.28202951,0.231592089,0.279234171,0.416413903,0.412113786,0.407021135,0.543022871,0.513799727,0.358446807,0.190935269,0.174991086,0.25650844,0.378164568,0.052582473,4577.493819
214,Duke_flying_1500,2.4,3.9,1.95,1500,fly,M,2.5,-333.9474182,60.74021149,24.86169434,25.55327225,8.483007431,20.58461571,17.75009727,4.062427998,7.940232754,8.839756966,6.164292812,10.60256386,2.92305994,147.1789856,68.13718414,41.33485413,27.71751595,19.4444809,14.40248394,9.693799973,9.836987495,8.509919167,7.468969345,8.570325851,6.424206257,5.426494598,0.689154625,0.624588132,0.587567568,0.597145379,0.579915881,0.626537204,0.623973489,0.537785649,0.520013273,0.56523639,0.568142712,0.613279521,0.122149658,0.060795821,2474.662453
215,Duke_followothersfly_1404,4.25,4,4.35,1404,follow,M,2.5,-292.4945679,2.153911591,4.836750984,65.28371429,-0.211102664,15.89970398,-3.294312954,4.496575356,20.97123909,6.343511581,-20.18854141,4.545948505,11.79634285,127.3083954,101.9186172,14.74609089,32.63903046,14.45939732,11.79033566,20.71865463,11.99431419,19.5058403,11.53957844,15.81557178,10.66286659,11.64003563,0.38608256,0.41509831,0.548220754,0.383333594,0.161542147,0.196226195,0.158775017,0.177544042,0.473465592,0.445119619,0.44934234,0.417984486,0.270227651,0.079117745,3616.020324
216,Duke_goingtocleo_1501,4.7,3.2,5,1501,gotomate,M,2.5,-234.9078674,90.30233765,-13.81199551,41.30740738,18.51389885,12.64345074,6.586830139,16.27343178,-1.378655076,12.08224487,1.832319617,3.094623327,-0.924670458,88.18321228,51.1010704,21.80308723,16.92931938,10.09248257,7.994287968,8.350717545,8.719602585,16.9910984,9.966673851,6.888921261,7.645889759,7.665173531,0.477184802,0.524700046,0.638574183,0.712384522,0.756047964,0.738517523,0.719484746,0.811409891,0.730574012,0.590381444,0.533621371,0.497765273,0.098211115,0.067166217,2114.350424
217,Duke_goingtocleo_1529,4.7,3.2,5,1529,gotomate,M,2.5,-450.977478,45.46474838,17.57369041,44.13136292,2.122275591,29.93075752,1.301047683,-2.881691694,18.763731,10.43136501,-20.72048569,8.5801754,6.985048294,111.3685303,88.11950684,19.92653084,27.39871979,23.79711914,29.48376656,18.37563133,8.717179298,9.128470421,10.54302406,21.22666359,15.72588062,10.0422287,0.432523489,0.296011358,0.248282924,0.283825129,0.313280195,0.363769948,0.564876676,0.573288262,0.456133485,0.276517332,0.449326634,0.536648512,0.244298135,0.02244279,3291.76088
218,Duke_goingtocleo_1838,4.7,3.2,5,1838,goingtomate,M,2.5,-374.6268616,38.1575737,23.84446144,26.4593029,-9.489527702,33.07188797,-9.29630661,16.89292145,9.430140495,-2.437138796,15.46212482,-3.004886627,15.30257511,82.36824799,70.48510742,30.54117775,7.002200127,24.69505882,26.20656013,23.89761734,10.54496765,8.347590446,14.5544939,8.950032234,16.66969299,8.747071266,0.31877017,0.41850251,0.509184718,0.502265036,0.4369075,0.43444103,0.634706199,0.688258648,0.395906031,0.259561449,0.275978357,0.300269336,0.265458777,0.034400832,3791.767775
219,Duke_goingtofoodbowl_1508,1.5,2,1.3,1508,wanttoeat,M,2.5,-184.1795349,85.97111511,-14.81916714,36.80117035,13.27039719,15.02178001,3.966388941,15.22729111,3.970110178,11.42886162,1.669701338,4.068953037,2.897963524,131.9022522,45.94387054,29.12829971,20.17016411,12.84601116,8.439314842,12.60025311,7.140415668,9.715182304,13.18970013,7.936114311,5.934894085,4.523955822,0.727273583,0.708598435,0.65972656,0.622107208,0.610905766,0.598451972,0.634692848,0.713093221,0.709332466,0.61276257,0.613726914,0.65236181,0.094670222,0.107760958,2087.648894
220,Duke_goingtohome_1510,2.35,2.1,2.3,1510,gohome,M,2.5,-300.8268433,69.26454163,-13.5410614,55.14148712,7.413241863,-5.566775799,9.175487518,8.851131439,0.384748161,19.17170334,-14.00292397,-9.321468353,9.548589706,94.95316315,69.40274811,33.68431854,37.2223053,11.36766529,14.49232197,15.25164032,8.838624001,14.34068584,18.06412125,15.00634956,14.49186611,12.38619423,0.24474594,0.315905452,0.337456375,0.268524766,0.210489169,0.257841289,0.343652934,0.414408386,0.52975142,0.658105493,0.608414233,0.336727679,0.16810021,0.068378046,2449.582263
221,Duke_gotohuman_1841,2.05,2.3,1.5,1841,gotohuman,M,2.5,-318.9125366,79.30000305,33.13043976,53.20349884,10.47091579,26.4003067,4.824198246,-0.377158314,24.26872253,15.01722145,-7.324055195,6.946191311,14.61659241,155.3889618,67.34203339,38.11999512,30.62397003,23.47324562,13.27541733,16.44230843,12.33398438,11.3305254,14.2951355,22.59008598,9.12097168,11.65347385,0.601419091,0.599920928,0.571976006,0.574161589,0.550399423,0.535864711,0.543527901,0.601067662,0.676285625,0.667975783,0.636828601,0.621349871,0.089485677,0.088921748,1799.692162
222,Duke_happygreeting_2000,2.3,2.3,1.85,2000,greethuman,M,2.5,-332.6554871,-32.19924164,-14.62473202,65.73618317,2.599409819,20.09694481,2.966384649,-3.25485301,8.77478981,16.11316299,-1.875069737,-0.954290807,3.417763472,165.6901398,70.84848022,22.01183701,35.62814331,10.61796093,16.07206726,13.85008907,19.71953392,16.0977459,21.29286003,11.41116047,16.10327148,10.64832211,0.563614368,0.48054868,0.367978305,0.343841761,0.377986521,0.33620429,0.322591573,0.392261982,0.614760578,0.612599313,0.394237339,0.418101639,0.241585868,0.068349615,4096.919764
223,Duke_huddlingwithcleo_1520,4.4,1.4,5,1520,huddlewithmate,M,2.5,-291.1006775,-3.319360256,-5.911426067,56.21101761,-18.64681053,13.58094501,1.091637015,-2.388767958,10.92970657,2.942500353,-10.73019409,8.379332542,3.264060974,147.2594299,98.7158432,11.11535263,33.71249771,17.40494156,9.526315689,18.77807999,17.06947136,18.79781914,12.56231785,9.729076385,13.19475269,15.7260046,0.612665653,0.358746439,0.255682588,0.180061892,0.172831938,0.21288383,0.154955059,0.147859856,0.254263788,0.532323062,0.519073308,0.443127304,0.207902238,0.101923332,3415.819587
224,Duke_jumpwantfood_0902,1.25,3,0.55,902,wantfoodfromhuman,M,2.5,-333.0281067,16.84981728,23.68142319,48.02027893,-8.775027275,17.433321,-2.334050894,20.00465202,10.90586948,-15.72194481,-2.478635788,16.08692932,-9.675070763,64.72399902,62.57299042,18.67004395,17.46266556,12.39419365,6.418617249,15.81202221,14.20027924,14.15534401,22.68395996,10.77632809,17.46865273,11.77850056,0.458871096,0.562282801,0.780981362,0.812466085,0.643768549,0.442773968,0.421442926,0.528554618,0.52912122,0.512129784,0.458121687,0.442379594,0.248232887,0.034524053,3865.108472
225,Duke_landing_1636,0.75,1,0.65,1636,landing,M,2.5,-399.7551575,65.53801727,23.7221508,42.91180038,-19.00744438,29.65283966,9.030945778,-5.153404713,16.48741531,9.268220901,-22.44006348,-4.11446619,1.622033358,96.66467285,59.24280548,13.86726284,26.9900341,29.23934174,25.98392105,9.315838814,8.581264496,9.416211128,8.254927635,19.40192795,9.872235298,7.287264824,0.226501361,0.167143613,0.161076993,0.170462146,0.231402382,0.597156286,0.604519844,0.266161799,0.187356889,0.550486088,0.398575276,0.219119966,0.181119052,0.032841876,2827.565568
226,Duke_landingcall_1348,1.75,2,1.65,1348,call,M,2.5,-305.8577576,35.87295532,13.74597836,38.77355576,-13.50234985,6.193985462,3.914531946,-2.852640629,-12.13366127,-0.744290411,6.177157879,9.097946167,2.057991743,80.84380341,66.88899994,10.61658287,23.79220581,9.691417694,10.00934792,12.10781765,6.941696167,8.776830673,6.978137016,10.66515732,6.899223328,5.702729702,0.607963264,0.600985706,0.23550643,0.178512901,0.244217381,0.246629342,0.209066644,0.334660351,0.263970256,0.360376716,0.594850779,0.539856374,0.224098899,0.032255113,3497.362927
227,Duke_landingcomingtohuman_1656,1.45,2.2,0.85,1656,humanapproach,M,2.5,-389.0201416,28.36238098,26.23137283,32.08520126,14.64312363,19.40215683,5.640778065,15.42195129,19.69355774,1.201277137,0.281171709,10.99803638,0.01815567,143.1038055,56.29457092,29.97800064,12.22567558,12.34308338,8.820215225,9.577395439,7.319709778,11.33261776,9.206535339,6.414948463,12.0836935,4.676366806,0.510475874,0.629398704,0.791279078,0.744043648,0.589828432,0.5154562,0.508919358,0.508733153,0.455675036,0.405809522,0.43113488,0.495717704,0.207834201,0.027864438,3548.376197
228,Duke_landingwanttoexplorenoticesomething_1342,2.5,3,2.3,1340,explore,M,2.5,-335.4180908,28.06062698,19.81968498,48.83407211,-18.87677765,14.38546467,24.19945145,-12.74765396,9.247506142,20.99541664,-4.517513752,7.571673393,12.48391342,102.2350998,83.54174805,20.6841774,35.39189529,24.74956894,9.432045937,9.619325638,17.71748543,8.868694305,11.17411613,12.17541981,11.18969536,7.931433201,0.47579667,0.526528716,0.438375354,0.396271825,0.365708619,0.382732987,0.313707918,0.265121013,0.282617509,0.617218912,0.803453803,0.532912672,0.197332209,0.053524449,3070.583482
229,Duke_landingwarning_1357,0,2.9,-0.25,1357,warning,M,2.5,-334.1993713,-24.99790001,13.69840145,52.72990799,-4.27379179,24.08478737,-0.947027028,0.757346451,9.992266655,7.741170406,-0.208355039,-14.33292866,6.386440754,158.3388977,84.49769592,28.91712761,28.77122688,17.36791229,22.88595963,16.77493668,13.49726105,13.06371975,12.62346458,19.86097908,31.22531128,15.68349361,0.339782089,0.303752601,0.257234216,0.33220163,0.300230592,0.280637443,0.450733274,0.524999976,0.3933357,0.365213424,0.509307504,0.432984233,0.324431046,0.061112639,4165.047839
